,Unnamed: 0,varname,number_of_spaces,firstCharisLetter,argument,varlength,datatype,vartype,projectid
1039346,18891582,??? Score_p1,1,False,1,12,int,string,99077941
1039347,18891596,??? P1_y,1,False,0,8,int,string,99077941
1039372,18892240,Alphabet left,1,True,3,13,int,string,99077966
1039804,18899557,not_touching,0,True,0,12,int,string,99078216
1039825,18900319,"Not enough points, sorry!",3,True,"Not enough points, sorry!",25,string,string,99078395
1039826,18900329,??? TimesPlayed,1,False,1,15,int,string,99078395
1039828,18900333,SellMoney,0,True,0,9,int,string,99078395
1039839,18900777,??? AlphaPacksBought!,1,False,1,21,int,string,99078395
1039840,18900823,??? SupplyDrops Opened,2,False,1,22,int,string,99078395
1039841,18900831,??? Elites Earned,2,False,1,17,int,string,99078395
1039842,18900839,??? Royaltys Earned,2,False,1,19,int,string,99078395
1039871,18901337,Persons name,1,True,Man,12,string,string,99078412
1039881,18901821,Aika,0,True,30,4,int,string,99078533
1039883,18901853,Tulos,0,True,0,5,int,string,99078533
1040183,18906002,Ghost life 3 ORANGE,3,True,0,19,int,string,99078619
1040196,18906209,Ghost life 2 BLUE,3,True,3,17,int,string,99078619
1040207,18906339,GHOST LIFE RED,2,True,0,14,int,string,99078619
1040296,18907496,??? Detection,1,False,0,13,int,string,99078753
1040312,18907769,Orange Score,1,True,0,12,int,string,99078807
1040466,18912042,Votes for bluewhirlwind,2,True,1,23,int,string,99079217
1040467,18912044,Votes for Amateurscratch,2,True,1,24,int,string,99079217
1040468,18912046,Votes for PapiDog,2,True,1,17,int,string,99079217
1040469,18912048,Votes for xXArtsyMangaXx,2,True,1,24,int,string,99079217
1040500,18913423,CactusUpgrade,0,True,1,13,int,string,99079598
1040503,18913503,CactusHP,0,True,100,8,int,string,99079598
1040506,18913572,SS Health,1,True,3000,9,int,string,99079598
1040510,18913647,PhatBeet Health,1,True,100,15,int,string,99079598
1040576,18915265,Lives :),1,True,-1,8,int,string,99079620
1040686,18920194,ballons,0,True,5,7,int,string,99080051
1040690,18920265,okr????enia,0,True,0,11,int,string,99080064
1040696,18920590,SMTWTFS,0,True,Sunday,7,string,string,99080111
1040708,18920812,game_ended,0,True,0,10,int,string,99080189
1040710,18920818,gameEnd_text,0,True,Press R to restart,12,string,string,99080189
1040713,18920859,winner_text,0,True,Player 1 has won!,11,string,string,99080189
1040741,18921479,oh no,1,True,oh no,5,list,string,99080237
1040744,18921493,jeff,0,True,jeff,4,list,string,99080237
1040750,18921519,lebron,0,True,lebron,6,list,string,99080237
1040789,18923024,Joker HP,1,True,0,8,int,string,99080546
1040790,18923025,Batman HP,1,True,999,9,int,string,99080546
1040812,18923207,Boss Action,1,True,Talk,11,string,string,99080546
1041013,18926838,Updates,0,True,0,7,int,string,99080742
1041216,18929220,ID register,1,True,0,11,int,string,99080742
1042126,18941215,commands,0,True,1,8,int,string,99081079
1042133,18941230,maths result,1,True,0,12,int,string,99081079
1042316,18941894,letter in the word,3,True,0,18,int,string,99081079
1042374,18943259,letter saved,1,True,1,12,int,string,99081122
1042381,18943480,Waldo,0,True,0,5,int,string,99081122
1042383,18943537,aantal_bollen,0,True,1,13,int,string,99081145
1042384,18943573,y_pos_grid,0,True,-1,10,int,string,99081145
1042385,18943577,x_pos_grid,0,True,1,10,int,string,99081145
1042391,18943619,spel_bezig,0,True,ja,10,string,string,99081145
1042394,18943722,wachttijd,0,True,40,9,int,string,99081145
1042397,18943841,aantal_bollen_in_kist,0,True,0,21,int,string,99081145
1042519,18945361,who,0,True,who,3,list,string,99081219
1042520,18945362,and,0,True,and,3,list,string,99081219
1042522,18945364,where,0,True,where,5,list,string,99081219
1042523,18945365,how,0,True,how,3,list,string,99081219
1042524,18945366,do what,1,True,do what,7,list,string,99081219
1042561,18946376,Red speed,1,True,0,9,int,string,99081315
1042575,18946773,money given,1,True,10,11,int,string,99081392
1042580,18947110,Contador A,1,True,1,10,int,string,99081479
1042581,18947158,Contador B,1,True,1,10,int,string,99081479
1044160,18968006,nat????eno,0,True,0,10,int,string,99081562
1044180,18968140,Likeable,0,True,like ,8,string,string,99081583
1044563,18973302,Reload time,1,True,0,11,int,string,99081837
1044568,18973362,GUI ON OR OFF,3,True,0,13,int,string,99081837
1044582,18973755,!FPS,0,False,1,4,int,string,99081934
1044601,18974070,spriteCostume,0,True,1,13,int,string,99081934
1044602,18974077,inception,0,True,0,9,int,string,99081934
1044629,18974463,!ghost,0,False,-5,6,int,string,99081934
1044633,18974505,failz,0,True,1,5,int,string,99081934
1044639,18974555,particals,0,True,particals,9,list,string,99081934
1044653,18974856,Userinput,0,True,0,9,int,string,99081956
1044711,18976172,rank1,0,True,0,5,int,string,99082008
1044717,18976573,TargetsDown,0,True,0,11,int,string,99082083
1044719,18976587,MinSpeed,0,True,1,8,int,string,99082083
1044847,18977437,TargetC,0,True,1,7,int,string,99082083
1044854,18977462,TargetO,0,True,1,7,int,string,99082083
1044909,18977722,TargetD,0,True,0,7,int,string,99082083
1044912,18977725,TargetK,0,True,0,7,int,string,99082083
1045035,18978315,Surface Normal,1,True,0,14,int,string,99082083
1045039,18978366,LocalMinSpeed,0,True,1,13,int,string,99082083
1045048,18978552,BonusRunning,0,True,1,12,int,string,99082083
1045054,18979094,herostateffect,0,True,0,14,int,string,99082216
1045055,18979168,hero2stateffect,0,True,0,15,int,string,99082216
1045388,18983908,guy moving,1,True,0,10,int,string,99082767
1045399,18984057,NewLineList,0,True,NewLineList,11,list,string,99082821
1045417,18984610,"Click sprite to end,",3,True,Click sprite to end.,20,string,string,99082912
1045460,18985770,Chronom??tre,0,True,120,12,int,string,99083141
1045466,18985837,getal1,0,True,0,6,int,string,99083188
1045468,18985839,ant,0,True,0,3,int,string,99083188
1045592,18987781,Score Board.,1,True,0,12,int,string,99083330
1045656,18988860,Show velocity,1,True,0,13,int,string,99083348
1045677,18989175,X check point,2,True,X check point,13,list,string,99083348
1045678,18989176,Y check point,2,True,Y check point,13,list,string,99083348
1045716,18990317,SB2,0,True,50,3,int,string,99083399
1045741,18990512,Ball score,1,True,0,10,int,string,99083427
1045743,18990520,fast BALLS,1,True,1,10,int,string,99083427
1046364,18997804,horzV,0,True,-5,5,int,string,99083779
1046841,19005052,His name,1,True,?,8,char,string,99083855
1046842,19005053,Her name,1,True,?,8,char,string,99083855
1046854,19005427,SwimFast,0,True,15,8,int,string,99083940
1046856,19005435,SwimFastest,0,True,30,11,int,string,99083940
1046858,19005443,Swim,0,True,2,4,int,string,99083940
1046860,19005451,Lightning points,1,True,0,16,int,string,99083948
1046866,19005669,jay,0,True,-1,3,int,string,99083973
1049797,19041686,CO2 Produced,1,True,0,12,int,string,99084361
1049805,19041954,noLag,0,True,0,5,int,string,99084532
1049816,19042138,xcol,0,True,1,4,int,string,99084532
1049921,19042652,xGo,0,True,361,3,int,string,99084532
1050067,19044101,loseyvel,0,True,9,8,int,string,99084532
1050253,19047020,slop,0,True,0,4,int,string,99084617
1050265,19047677,Hookfull,0,True,0,8,int,string,99084723
1050310,19048108,GAME OVER!,1,True,0,10,int,string,99084723
1050325,19049230,Tokens,0,True,50,6,int,string,99084879
1050455,19051082,??? Vote!,1,False,1,9,int,string,99085040
1051904,19079283,Escape,0,True,-1,6,int,string,99085142
1051909,19079640,Play ball,1,True,0,9,int,string,99085269
1051913,19079674,Ate,0,True,1,3,int,string,99085286
1051923,19079964,Block2,0,True,3,6,int,string,99085355
1051924,19079967,Block1,0,True,2,6,int,string,99085355
1051929,19080023,Player 1's Health,2,True,10,17,int,string,99085355
1051946,19080146,Player 2's Health,2,True,10,17,int,string,99085355
1052310,19086429,aumenta,0,True,1,7,int,string,99085614
1052321,19087071,execute?,0,True,f,8,char,string,99085715
1052324,19087127,Sample List,1,True,Sample List,11,list,string,99085734
1052334,19087151,Smallest Number,1,True,0,15,int,string,99085734
1052335,19087728,MH-DS MONEY,1,True,500,11,int,string,99085822
1052336,19087745,rented movies,1,True,rented movies,13,list,string,99085822
1052337,19087770,MH-DS rented,1,True,MH-DS rented,12,list,string,99085822
1052338,19087779,movies,0,True,movies,6,list,string,99085822
1052341,19087800,MH-DS MOVIES,1,True,MH-DS MOVIES,12,list,string,99085822
1053757,19107696,Baddies,0,True,Baddies,7,list,string,99086137
1053767,19107750,level.loaded,0,True,level.loaded,12,list,string,99086137
1053792,19108014,-4,0,False,100,2,int,int,99086137
1053793,19108016,level.data,0,True,level.data,10,list,string,99086137
1053853,19108677,vida do scorpion,2,True,100,16,int,string,99086186
1053854,19108688,vida do sub-zero,2,True,-1,16,int,string,99086186
1053863,19108828,vida da mileena,2,True,-1,15,int,string,99086186
1053869,19108938,vida da kitana,2,True,-1,14,int,string,99086186
1053881,19109564,manger,0,True,1,6,int,string,99086231
1053885,19110038,Points (not that it matters),4,True,0,28,int,string,99086287
1053898,19110816,??? Farts,1,False,-100,9,int,string,99086434
1053906,19110877,factorys,0,True,1,8,int,string,99086434
1053911,19110914,Log,0,True,Log,3,list,string,99086434
1053913,19110939,Doge,0,True,1,4,int,string,99086434
1053915,19110965,John Cena,1,True,1,9,int,string,99086434
1053922,19111033,Troll Face,1,True,1,10,int,string,99086434
1053938,19111136,autosaves,0,True,autosaves,9,list,string,99086434
1053951,19111877,ssscore,0,True,1,7,int,string,99086498
1053970,19112167,BrainComplete,0,True,0,13,int,string,99086498
1053972,19112169,SpinalCordComplete,0,True,0,18,int,string,99086498
1053973,19112170,PNSComplete,0,True,0,11,int,string,99086498
1053974,19112171,CNSComplete,0,True,0,11,int,string,99086498
1053975,19112172,FemoralNerveComplete,0,True,0,20,int,string,99086498
1054001,19112564,Cross Pollination,1,True,0,17,int,string,99086522
1054020,19113210,computerPick,0,True,rock,12,string,string,99086628
1054160,19115960,autocar1lapcount,0,True,0,16,int,string,99086805
1054162,19115982,acar1speed,0,True,5,10,int,string,99086805
1054163,19115985,pcar,0,True,5,4,int,string,99086805
1054167,19116000,plapcount,0,True,0,9,int,string,99086805
1054180,19116615,Area of Circle,2,True,0,14,int,string,99086999
1054183,19116625,Circumference of Circle,2,True,0,23,int,string,99086999
1054294,19118624,15,0,False,0,2,int,int,99087217
1054295,19118625,Rocket Speed,1,True,5,12,int,string,99087217
1054297,19118627,Spaceship Speed,1,True,0,15,int,string,99087217
1054298,19118628,Blast Radius,1,True,40,12,int,string,99087217
1054300,19118630,Hit Left,1,True,0,8,int,string,99087217
1054301,19118631,Hit Right,1,True,0,9,int,string,99087217
1054303,19118633,Spawn Speed,1,True,0,11,int,string,99087217
1054305,19118637,Spaceship Done(8),1,True,0,17,int,string,99087217
1054306,19118638,Rocket,0,True,0,6,int,string,99087217
1054353,19118996,Times Left,1,True,-1,10,int,string,99087217
1054361,19119051,Racket Speed,1,True,0,12,int,string,99087217
1054472,19119955,Left Or Right,2,True,1,13,int,string,99087217
1054478,19120116,sine1,0,True,8,5,int,string,99087250
1054479,19120120,sine2,0,True,8,5,int,string,99087250
1056219,19142580,1life,0,False,0,5,int,string,99087686
1056226,19142634,Fighter,0,True,1,7,int,string,99087686
1056227,19142635,Magic User,1,True,0,10,int,string,99087686
1056228,19142636,Thief,0,True,0,5,int,string,99087686
1056275,19143535,Dogs speed,1,True,3,10,int,string,99087778
1056296,19144918,mang??,0,True,1,6,int,string,99087800
1056368,19146598,L4ZER 2,1,True,0,7,int,string,99088233
1056369,19146639,L4ZER,0,True,0,5,int,string,99088233
1056373,19146756,Scrap,0,True,1,5,int,string,99088233
1056377,19147042,Hlth,0,True,-1,4,int,string,99088233
1056404,19147707,??? world wide score,3,False,0,20,int,string,99088315
1056413,19147834,Q3 button,1,True,100,9,int,string,99088316
1056414,19147844,Q3 #,1,True,0,4,int,string,99088316
1056425,19148065,Q7 Timer,1,True,-1,8,int,string,99088316
1056429,19148127,Q4 vel,1,True,10,6,int,string,99088316
1056517,19150445,amountoflevels,0,True,1,14,int,string,99088500
1056565,19150735,Place living in,2,True,0,15,int,string,99088510
1056627,19152486,Lip-Sync Counter,1,True,0,16,int,string,99088651
1056629,19152538,Dump Data,1,True,Dump Data,9,list,string,99088651
1056664,19153642,bolt speed,1,True,9,10,int,string,99088889
1056666,19153674,rusty e11,1,True,0,9,int,string,99088889
1056705,19155423,Pumpkins,0,True,0,8,int,string,99088903
1056716,19155755,sumando1,0,True,0,8,int,string,99088937
1056717,19155756,sumando2,0,True,0,8,int,string,99088937
1056772,19157629,TotalSteps,0,True,0,10,int,string,99089217
1056776,19157655,Butterfly step,1,True,0,14,int,string,99089217
1056799,19158124,bannahs,0,True,0,7,int,string,99089368
1056801,19158139,price of orange,2,True,120,15,int,string,99089368
1056803,19158147,smoney,0,True,0,6,int,string,99089368
1056804,19158155,OLV,0,True,1,3,int,string,99089368
1056809,19158229,price of bannahs,2,True,50,16,int,string,99089368
1056813,19158280,BLevel,0,True,1,6,int,string,99089368
1056818,19158342,Bballp,0,True,1000,6,int,string,99089368
1056824,19158366,MoneyExtra,0,True,2000,10,int,string,99089368
1056829,19158396,price of apples,2,True,10,15,int,string,99089368
1056830,19158397,apple trees,1,True,0,11,int,string,99089368
1056858,19158632,qmu,0,True,1,3,int,string,99089368
1056862,19158667,iop,0,True,1,3,int,string,99089368
1056869,19158694,2arrow,0,False,3000,6,int,string,99089368
1056881,19158771,3arrow,0,False,-50,6,int,string,99089368
1056883,19158793,poo,0,True,0,3,int,string,99089368
1056915,19159156,Odgovor,0,True,0,7,int,string,99089390
1056916,19159157,??tevilo pravilnih odgovorov,2,False,0,28,int,string,99089390
1056930,19159386,nod,0,True,1,3,int,string,99089454
1056976,19159780,Num3,0,True,0,4,int,string,99089465
1056977,19159781,Num4,0,True,0,4,int,string,99089465
1056978,19159782,Product 1,1,True,0,9,int,string,99089465
1056979,19159783,Product 2,1,True,0,9,int,string,99089465
1056980,19159784,Product 3,1,True,0,9,int,string,99089465
1056995,19160893,Primes,0,True,Primes,6,list,string,99089697
1056996,19160894,Composites,0,True,Composites,10,list,string,99089697
1056997,19160895,Testee,0,True,5,6,int,string,99089697
1056998,19160896,Tester,0,True,2,6,int,string,99089697
1056999,19160897,Primes calculated,1,True,2,17,int,string,99089697
1057044,19163165,multiplyer,0,True,0,10,int,string,99090048
1057063,19165549,Product,0,True,0,7,int,string,99090372
1057072,19165888,appbackground,0,True,1,13,int,string,99090435
1057074,19165904,d camera,1,True,1,8,int,string,99090435
1057081,19166068,guest,0,True,1,5,int,string,99090435
1057082,19166069,admin,0,True,0,5,int,string,99090435
1057086,19166197,d ellie,1,True,1,7,int,string,99090435
1057088,19166207,assistant,0,True,0,9,int,string,99090435
1057126,19166450,d settings,1,True,1,10,int,string,99090435
1057137,19166483,d entertainment,1,True,0,15,int,string,99090435
1057140,19166732,d background,1,True,0,12,int,string,99090435
1057143,19166872,Area of Campus,2,True,0,14,int,string,99090474
1057144,19166873,Total Snowfall,1,True,0,14,int,string,99090474
1057145,19166874,Day Count,1,True,0,9,int,string,99090474
1057146,19166875,Number of Snowflakes,2,True,0,20,int,string,99090474
1057183,19168107,??? ??? Pro Status,3,False,40,18,int,string,99090759
1057187,19168255,Tiem (.)_(.),1,True,30,12,int,string,99090818
1057379,19174279,jumpkey,0,True,1,7,int,string,99091422
1057475,19178633,TotalAmountMoney,0,True,0,16,int,string,99091455
1057484,19178894,zom,0,True,5,3,int,string,99091500
1057716,19184483,Darkside,0,True,200,8,int,string,99091737
1057718,19184549,scollx,0,True,-24,6,int,string,99091737
1057720,19184767,Guard A,1,True,200,7,int,string,99091737
1057749,19186256,how many times you touched,4,True,0,26,int,string,99091863
1057798,19187285,Friends for Corgi,2,True,0,17,int,string,99092077
1058609,19194581,Madness,0,True,10,7,int,string,99092248
1058612,19194798,Risultato,0,True,0,9,int,string,99092393
1058662,19196222,Veronica,0,True,1,8,int,string,99092591
1058675,19196662,Current Music,1,True,1,13,int,string,99092734
1058676,19196680,$Money,0,False,0,6,int,string,99092734
1058682,19196686,Player: currentSword,1,True,1,20,int,string,99092734
1058684,19196689,QUESTS,0,True,QUESTS,6,list,string,99092734
1058687,19196709,isInside?,0,True,0,9,int,string,99092734
1058689,19196891,AREA: values,1,True,AREA: values,12,list,string,99092734
1058691,19196898,_timer,0,False,0,6,int,string,99092734
1058696,19196917,Player: isScrolling?,1,True,0,20,int,string,99092734
1058706,19196990,Scroll: clone#,1,True,-1,14,int,string,99092734
1058709,19197001,ENEMY: hitPlayer,1,True,ENEMY: hitPlayer,16,list,string,99092734
1058713,19197005,_Enemy: enemyAmount,1,False,0,19,int,string,99092734
1058714,19197053,PlayerIsHurt?,0,True,1,13,int,string,99092734
1058720,19197092,_status,0,False,0,7,int,string,99092734
1058721,19197125,Critical?,0,True,1,9,int,string,99092734
1058726,19197206,_damageToPlayer,0,False,3,15,int,string,99092734
1058729,19197231,_aiTimer,0,False,0,8,int,string,99092734
1058731,19197251,_velX,0,False,3,5,int,string,99092734
1058738,19197366,E. Damage Type,2,True,1,14,int,string,99092734
1058739,19197377,_statusTimer,0,False,1,12,int,string,99092734
1058751,19197489,_name,0,False,Slime_1,5,string,string,99092734
1058752,19197490,_xp,0,False,5,3,int,string,99092734
1058753,19197493,_item,0,False,Gel,5,string,string,99092734
1058754,19197494,_itemChance,0,False,50,11,int,string,99092734
1058767,19197589,_offScreen?,0,False,1,11,int,string,99092734
1058769,19197603,_brightnessChanged?,0,False,1,19,int,string,99092734
1058782,19197723,_ai,0,False,1,3,int,string,99092734
1058788,19197756,_Health:clone#,0,False,0,14,int,string,99092734
1058800,19197961,ScrollPASS: clone#,1,True,0,18,int,string,99092734
1058802,19197988,_locRequired,0,False,0,12,int,string,99092734
1058811,19198059,_posX,0,False,-96,5,int,string,99092734
1058812,19198060,_posY,0,False,-44,5,int,string,99092734
1058841,19198321,_MenuDetails: clone#,1,False,0,20,int,string,99092734
1058844,19198435,ALPHABET: values,1,True,ALPHABET: values,16,list,string,99092734
1058868,19198497,_isClone?,0,False,0,9,int,string,99092734
1058871,19198617,Talking?,0,True,0,8,int,string,99092734
1058872,19198627,_NPC: clone#,1,False,0,12,int,string,99092734
1058877,19198674,TalkingMSG,0,True,1_0,10,string,string,99092734
1058878,19198675,TalkingAmount,0,True,2,13,int,string,99092734
1058886,19198718,isBorderGo2Front?,0,True,0,17,int,string,99092734
1058900,19198858,_speech,0,False,What will you sell? (You have: ,7,string,string,99092734
1058902,19198865,_SHOPsellList,0,False,_SHOPsellList,13,list,string,99092734
1058910,19198886,_speech#item,0,False,no,12,string,string,99092734
1058912,19198891,_speechName,0,False,Gel,11,string,string,99092734
1058913,19198892,_speechCost,0,False,8,11,int,string,99092734
1058927,19198939,_minDMG,0,False,0,7,int,string,99092734
1058928,19198940,_maxDMG,0,False,0,7,int,string,99092734
1058929,19198944,_itemNums?,0,False,0,10,int,string,99092734
1058930,19198945,_X,0,False,-170,2,int,string,99092734
1058971,19199600,_Item: name,1,False,0,11,int,string,99092734
1058979,19199741,_Decoration: clone#,1,False,0,19,int,string,99092734
1058986,19199821,_Splash: clone#,1,False,0,15,int,string,99092734
1058991,19199972,_titleFinishedBefore?,0,False,1,21,int,string,99092734
1058995,19200008,_HitNumber: clone#,1,False,0,18,int,string,99092734
1059000,19200070,_Player: isAttacking?,1,False,0,21,int,string,99092734
1059002,19200096,_turnDirection,0,False,1,14,int,string,99092734
1059005,19200173,_Element,0,False,0,8,int,string,99092734
1059037,19200411,_jumping?,0,False,0,9,int,string,99092734
1059038,19200412,Bonus CritChance,1,True,0,16,int,string,99092734
1059039,19200413,Bonus Damage,1,True,0,12,int,string,99092734
1059040,19200414,Bonus Health,1,True,0,12,int,string,99092734
1059041,19200415,Bonus Defense,1,True,0,13,int,string,99092734
1059042,19200416,Bonus AttSpeed,1,True,0,14,int,string,99092734
1059043,19200417,Bonus Knockback,1,True,0,15,int,string,99092734
1059044,19200418,Bonus Size,1,True,0,10,int,string,99092734
1059045,19200420,_isRespawning?,0,False,0,14,int,string,99092734
1059078,19200589,_costumeChanger,0,False,1,15,int,string,99092734
1059080,19200600,_nextX,0,False,0,6,int,string,99092734
1059081,19200601,_nextY,0,False,0,6,int,string,99092734
1059101,19200761,_Menu: tab,1,False,inv,10,string,string,99092734
1059107,19200993,_Menu: clone#,1,False,0,13,int,string,99092734
1059115,19201545,Coin's,0,True,1,6,int,string,99092813
1059183,19204479,move_able,0,True,1,9,int,string,99093181
1060681,19223364,??? B????d,1,False,1,10,int,string,99093188
1060898,19225024,Bar?,0,True,close,4,string,string,99093235
1060911,19225357,dragging?,0,True,no,9,string,string,99093235
1060919,19225381,RespawnGravity,0,True,1,14,int,string,99093235
1060936,19226414,mewtwo,0,True,0,6,int,string,99093342
1060937,19226447,zekrom,0,True,1,6,int,string,99093342
1061133,19229293,gold coin#,1,True,15,10,int,string,99093501
1061138,19229324,craaazy life,1,True,8000,12,int,string,99093501
1061150,19229482,stickpiggy life,1,True,1200,15,int,string,99093501
1061155,19229537,bomb go,1,True,0,7,int,string,99093501
1061156,19229538,chuck go,1,True,0,8,int,string,99093501
1061157,19229539,red go,1,True,0,6,int,string,99093501
1061167,19229607,bird life,1,True,-21,9,int,string,99093501
1061168,19229608,bird life 2,2,True,-27,11,int,string,99093501
1061181,19229654,red life,1,True,9999999999999999999,8,int,string,99093501
1061189,19229736,defend,0,True,151,6,int,string,99093501
1061199,19229863,chuck life,1,True,-21,10,int,string,99093501
1061201,19229890,bomb life,1,True,-21,9,int,string,99093501
1061203,19229905,mute 1,1,True,0,6,int,string,99093501
1061207,19229922,9999,0,False,9999,4,int,int,99093501
1061238,19230417,FUEL LEFT,1,True,100,9,int,string,99093565
1061279,19231423,Kitty Food,1,True,-500,10,int,string,99093651
1061280,19231424,KPS,0,True,3,3,int,string,99093651
1061295,19231618,??? ??? ??? Total Kitties,4,False,1,25,int,string,99093651
1061306,19231893,Force of Black Hole,3,True,1,19,int,string,99093734
1061307,19231894,Game Stop\/Start,1,True,0,16,int,string,99093734
1061313,19232220,Under 5,1,True,0,7,int,string,99093782
1061314,19232221,Over 5,1,True,0,6,int,string,99093782
1061316,19232223,Equal 5,1,True,0,7,int,string,99093782
1061325,19232550,x-position crab,1,True,0,15,int,string,99093841
1061347,19232868,Vattenmeloner,0,True,-500,13,int,string,99093871
1061359,19233224,hinne:,0,True,1,6,int,string,99093971
1061583,19238822,VIDA DEL PACTO,2,True,5000,14,int,string,99094118
1061607,19239108,VIDA MOUNSTRUO,1,True,100000,14,int,string,99094118
1061639,19239605,punishments,0,True,punishments,11,list,string,99094194
1061643,19239729,degree 1,1,True,0,8,int,string,99094257
1061644,19239730,degree 2,1,True,0,8,int,string,99094257
1061645,19239731,degree 3,1,True,0,8,int,string,99094257
1061646,19239732,degree 4,1,True,0,8,int,string,99094257
1061867,19242878,pengine,0,True,0,7,int,string,99094468
1061870,19242881,glasses,0,True,0,7,int,string,99094468
1061908,19243976,Fall sped,1,True,0,9,int,string,99094608
1061921,19244092,p1point,0,True,0,7,int,string,99094617
1061922,19244093,p2point,0,True,0,7,int,string,99094617
1061928,19244151,2velocity y,1,False,1,11,int,string,99094617
1061929,19244152,stamina2,0,True,1,8,int,string,99094617
1061930,19244155,2velocity x,1,False,2,11,int,string,99094617
1061944,19244205,char2 direction,1,True,R,15,char,string,99094617
1061949,19244226,1velocity x,1,False,0,11,int,string,99094617
1061950,19244227,1velocity y,1,False,0,11,int,string,99094617
1061953,19244237,stamina1,0,True,0,8,int,string,99094617
1061965,19244280,char1 direction,1,True,R,15,char,string,99094617
1062280,19248789,??? wow,1,False,1,7,int,string,99094812
1062327,19250045,xvel3,0,True,0,5,int,string,99094911
1062333,19250095,bewegen,0,True,nee,7,string,string,99094911
1062342,19250389,scrollx 2,1,True,1900,9,int,string,99094911
1062343,19250439,i 2,1,True,0,3,int,string,99094911
1062348,19250675,Dogfight HP,1,True,60,11,int,string,99094915
1062349,19250812,Stop DeeDee's Music,2,True,-1,19,int,string,99094915
1062350,19250813,Stop Overworld Music,2,True,1,20,int,string,99094915
1062352,19250822,Stop Fishing Music,2,True,-1,18,int,string,99094915
1062354,19250929,Stop Moving Freddy & Fredbear (Intro),5,True,1,37,int,string,99094915
1062360,19253233,Battle Arrives,1,True,0,14,int,string,99094915
1062362,19253284,Freddy's Steps,1,True,1,14,int,string,99094915
1062367,19253377,Auto Chipper's HP,2,True,180,17,int,string,99094915
1062369,19253796,Freddy gives tokens to DeeDee,4,True,1,29,int,string,99094915
1062371,19254006,Stop Music Intro 2,3,True,1,18,int,string,99094915
1062374,19254061,Stop Intro Music,2,True,1,16,int,string,99094915
1062375,19254555,Stop Switch Costumes Start Button,4,True,1,33,int,string,99094915
1062385,19255429,dude!,0,True,10,5,int,string,99094990
1062389,19255450,jump 3,1,True,10,6,int,string,99094990
1062391,19255458,jump 2,1,True,10,6,int,string,99094990
1062467,19257863,p 2 score,2,True,0,9,int,string,99095190
1062675,19261800,Enemy1 Health,1,True,75,13,int,string,99095370
1062676,19261935,Enemy2 Health,1,True,50,13,int,string,99095370
1062677,19262070,Enemy3 Health,1,True,50,13,int,string,99095370
1062678,19262181,Boom,0,True,0,4,int,string,99095370
1062691,19262292,Arwing1 Health,1,True,10000,14,int,string,99095370
1062692,19262322,Arwing1 Lasers,1,True,single,14,string,string,99095370
1062769,19263578,tick2,0,True,1,5,int,string,99095496
1062772,19263610,izin,0,True,0,4,int,string,99095514
1062784,19264266,Calculation,0,True,1,11,int,string,99095731
1062945,19267106,GPA1,0,True,0,4,int,string,99095860
1063018,19267443,Watermelon Point,1,True,1,16,int,string,99095866
1063022,19267521,saved space,1,True,0,11,int,string,99095900
1063024,19267523,Console refresher,1,True,0,17,int,string,99095900
1063025,19267524,Number of messages,2,True,0,18,int,string,99095900
1063026,19267525,Letters in string,2,True,Letters in string,17,list,string,99095900
1063081,19268732,Mouse1,0,True,2,6,int,string,99095988
1063084,19268735,Defeat,0,True,0,6,int,string,99095988
1063109,19269758,analog Value,1,True,100,12,int,string,99096041
1063874,19278029,animal1,0,True,0,7,int,string,99096311
1064004,19281150,HexX,0,True,HexX,4,list,string,99096560
1064005,19281151,HexY,0,True,HexY,4,list,string,99096560
1064076,19283446,??? TimePlayed(Secs),1,False,1,20,int,string,99096725
1064084,19283535,??? TimePlayed(Mins),1,False,1,20,int,string,99096725
1064085,19283549,??? PacksOpened,1,False,1,15,int,string,99096725
1064088,19283590,revealing pack,1,True,10000,14,int,string,99096725
1064106,19283991,??? 100kPacks,1,False,1,13,int,string,99096725
1064185,19285551,SquadPage,0,True,0,9,int,string,99096725
1064220,19285778,Shine,0,True,no,5,string,string,99096725
1064228,19286068,rainbowallow,0,True,0,12,int,string,99096725
1064406,19290126,TOTY,0,True,no,4,string,string,99096725
1064583,19292209,fullscreenRecommend,0,True,0,19,int,string,99096725
1064676,19293027,SquadStoreslot,0,True,0,14,int,string,99096725
1064970,19295476,Lap Times,1,True,Lap Times,9,list,string,99096726
1064972,19295493,Ghost Direction,1,True,Ghost Direction,15,list,string,99096726
1064985,19295590,Best Times,1,True,Best Times,10,list,string,99096726
1065016,19296271,??? loads,1,False,0,9,int,string,99096781
1065017,19296294,??? x2,1,False,0,6,int,string,99096781
1065018,19296295,??? y2,1,False,0,6,int,string,99096781
1065023,19296343,??? x3,1,False,0,6,int,string,99096781
1065024,19296344,??? y3,1,False,0,6,int,string,99096781
1065029,19296376,??? x4,1,False,0,6,int,string,99096781
1065030,19296377,??? y4,1,False,0,6,int,string,99096781
1065054,19297374,score;),0,True,0,7,int,string,99096932
1065073,19297871,Tower HP,1,True,1500,8,int,string,99097030
1065108,19298343,gameover status,1,True,playing,15,string,string,99097076
1065139,19298463,wordmarker,0,True,0,10,int,string,99097076
1065148,19298562,giga walk,1,True,1,9,int,string,99097091
1065277,19300318,fish saved,1,True,1,10,int,string,99097294
