projectid,procedure_Argument
99524473,3
99524581,6
99524691,1
99524728,4
99524761,6
99524906,47
99525103,2
99525108,1
99525112,4
99525216,6
99525220,5
99525226,19
99525355,1
99525410,2
99525506,1
99525508,1
99525509,12
99525511,14
99525650,36
99525654,1
99525746,7
99525883,15
99525886,8
99526020,1
99526044,1
99526105,1
99526108,1
99526222,11
99526277,7
99526483,4
99526511,6
99526572,1
99526665,1
99526704,18
99526742,1
99526821,1
99526830,1
99526991,1
99527062,10
99527072,5
99527202,1
99527217,1
99527286,14
99527288,1
99527383,2
99527393,1
99527412,5
99527444,1
99527489,1
99527537,3
99527689,1
99527726,1
99527785,5
99527831,4
99527842,1
99527948,1
99528032,1
99528232,1
99528286,1
99528377,10
99528673,26
99528752,7
99528855,11
99528864,1
99529021,1
99529052,14
99529104,3
99529496,3
99529511,1
99529517,4
99529564,86
99529583,1
99529598,9
99529671,2
99529885,1
99529931,4
99529968,1
99529969,2
99529976,1
99530030,1
99530102,3
99530133,2
99530183,17
99530227,1
99530246,1
99530384,1
99530408,2
99530414,1
99530424,1
99530468,1
99530703,1
99530739,1
99530979,1
99531000,1
99531089,3
99531106,3
99531418,4
99531450,1
99531567,7
99531639,4
99531647,1
99531651,1
99531860,1
99531910,3
99532155,7
99532180,1
99532224,6
99532399,4
99532402,2
99532406,1
99532579,2
99532657,1
99532710,1
99532722,8
99532775,4
99532786,3
99532892,273
99532921,1
99532979,1
99533157,3
99533161,8
99533189,4
99533255,1
99533362,1
99533459,1
99533465,1
99533493,1
99533656,1
99533757,9
99533758,12
99533910,1
99533917,7
99533995,1
99533998,2
99534141,1
99534151,2
99534193,6
99534197,1
99534246,31
99534311,19
99534415,1
99534488,1
99534500,1
99534527,48
99534576,12
99534583,1
99534593,5
99534689,1
99534769,5
99534787,1
99534947,6
99535004,2
99535019,5
99535025,1
99535083,1
99535090,15
99535116,1
99535275,7
99535386,17
99535405,37
99535415,1
99535416,2
99535527,1
99535593,8
99535720,47
99535742,1
99535775,41
99535794,2
99535899,1
99535946,5
99536126,60
99536172,1
99536179,5
99536241,35
99536287,14
99536335,1
99536380,1
99536422,1
99536427,2
99536439,5
99536440,5
99536490,1
99536547,4
99536722,3
99536773,16
99536840,1
99536851,4
99536931,19
99537112,1
99537273,3
99537317,2
99537345,8
99537693,1
99537712,7
99537753,1
99537851,66
99537886,2
99538044,2
99538105,1
99538242,4
99538365,2
99538418,2
99538424,2
99538432,1
99538489,1
99538550,3
99538605,1
99538637,8
99538706,1
99538869,4
99538909,3
99538995,1
99539105,5
99539144,2
99539174,4
99539264,3
99539277,1
99539398,4
99539425,5
99539443,1
99539656,9
99539660,5
99539727,1
99539739,4
99539785,2
99539807,6
99539883,148
99539893,1
99539898,1
99540141,2
99540145,1
99540227,53
99540316,1
99540369,3
99540459,3
99540679,3
99540857,16
99540859,10
99540871,1
99540911,1
99540965,2
99541004,1
99541127,2
99541178,1
99541265,1
99541293,1
99541295,8
99541305,1
99541337,5
99541481,4
99541506,1
99541591,1
99541600,1
99541628,1
99541632,2
99541722,4
99541730,3
99541759,1
99541770,1
99541945,1
99541981,12
99542049,1
99542050,1
99542153,8
99542156,1
99542210,4
99542234,5
99542240,1
99542245,4
99542351,2
99542463,2
99542490,1
99542520,2
99542551,1
99542634,1
99542680,4
99542753,2
99542811,1
99542832,2
99542961,1
99542998,1
99543010,5
99543069,1
99543094,94
99543180,1
99543272,1
99543339,1
99543449,1
99543463,2
99543486,1
99543499,24
99543770,2
99543774,1
99543781,98
99544019,1
99544085,2
99544095,1
99544110,1
99544127,1
99544157,1
99544294,2
99544349,5
99544451,1
99544514,1
99544531,18
99544576,1
99544579,3
99544654,2
99544685,5
99544770,2
99544921,11
99544933,1
99545015,2
99545025,9
99545063,2
99545082,3
99545098,5
99545176,1
99545186,3
99545209,2
99545228,78
99545244,4
99545444,1
99545498,4
99545630,1
99545757,1
99545908,1
99545946,1
99545965,1
99546025,1
99546089,1
99546162,9
99546235,1
99546284,1
99546381,1
99546465,1
99546474,2
99546490,1
99546555,1
99546614,15
99546747,1
99546877,1
99546909,4
99546975,4
99547047,3
99547050,1
99547062,1
99547114,28
99547158,2
99547172,1
99547205,273
99547306,1
99547321,1
99547359,6
99547388,1
99547441,1
99547579,1
99547600,9
99547601,1
99547610,1
99547667,1
99547693,5
99547817,1
99547843,4
99547864,1
99547881,1
99548256,1
99548280,1
99548287,1
99548348,1
99548429,53
99548500,26
99548518,1
99548524,9
99548558,1
99548641,1
99548672,1
99548692,3
99548708,3
99548731,11
99548745,1
99548762,1
99548801,1
99548993,5
99549092,6
99549209,9
99549268,5
99549273,1
99549275,60
99549351,9
99549560,7
99549672,1
99549734,11
99549806,1
99549841,6
99549912,6
99549922,2
99549963,6
99549969,1
99550033,31
99550082,65
99550122,1
99550138,1
99550216,3
99550235,4
99550241,1
99550295,7
99550307,1
99550348,1
99550388,2
99550468,7
99550548,3
99550610,1
99550642,2
99550666,1
99550703,1
99550745,1
99550805,5
99550808,1
99550861,10
99550873,1
99550879,1
99550908,11
99550922,14
99551024,1
99551049,1
99551146,1
99551163,1
99551269,1
99551388,1
99551504,5
99551512,4
99551569,2
99551660,1
99551676,1
99551748,1
99551755,1
99551799,6
99551824,15
99551922,1
99551985,79
99552022,8
99552029,11
99552121,1
99552157,2
99552187,1
99552243,1
99552266,1
99552710,1
99552763,1
99552966,3
99553038,13
99553150,1
99553172,1
99553198,9
99553204,2
99553210,2
99553220,2
99553403,1
99553455,16
99553468,1
99553473,1
99553595,1
99553607,1
99553637,1
99553675,1
99553679,1
99553694,3
99553717,1
99553753,3
99553764,1
99553827,2
99553850,2
99553878,2
99553886,1
99553932,4
99553979,1
99554113,35
99554151,4
99554198,1
99554213,1
99554222,5
99554234,9
99554348,2
99554477,1
99554529,3
99554641,55
99554759,2
99554778,1
99554812,1
99554822,1
99554999,6
99555004,1
99555038,2
99555063,1
99555159,1
99555178,2
99555182,1
99555292,12
99555295,6
99555297,5
99555406,1
99555463,1
99555488,6
99555510,2
99555541,1
99555597,1
99555880,1
99555904,1
99555907,3
99555911,1
99555921,1
99555923,1
99556042,1
99556140,7
99556243,1
99556326,200
99556433,2
99556435,1
99556443,7
99556445,2
99556477,1
99556596,1
99556700,2
99556730,1
99556760,3
99556847,1
99556914,1
99556931,1
99556958,1
99557011,1
99557057,2
99557155,1
99557186,2
99557280,273
99557316,1
99557365,1
99557458,1
99557488,1
99557512,2
99557704,1
99557727,7
99557795,1
99557814,7
99557835,1
99557843,6
99557912,1
99558033,1
99558065,1
99558107,8
99558118,2
99558151,1
99558181,1
99558195,3
99558207,3
99558284,1
99558297,1
99558307,1
99558418,9
99558439,4
99558454,1
99558470,1
99558482,2
99558553,10
99558612,3
99558666,13
99558766,5
99558777,1
99558790,1
99558823,1
99558830,1
99558847,69
99558968,1
99559040,2
99559072,1
99559097,1
99559103,2
99559191,6
99559253,3
99559329,1
99559389,3
99559426,1
99559479,9
99559557,7
99559599,1
99559611,1
99559712,3
99559733,1
99559872,2
99559973,2
99560006,1
99560010,1
99560059,3
99560076,7
99560081,3
99560255,2
99560291,1
99560342,1
99560462,9
99560517,1
99560621,1
99560641,1
99560664,1
99560708,16
99560886,1
99560896,2
99560953,273
99560980,1
99561098,1
99561168,28
99561170,1
99561171,13
99561187,3
99561213,4
99561310,1
99561444,1
99561449,1
99561457,2
99561471,41
99561557,2
99561630,10
99561661,1
99561677,3
99561810,1
99561869,2
99562142,1
99562206,1
99562215,1
99562235,1
99562258,2
99562290,1
99562405,13
99562417,3
99562471,1
99562528,2
99562546,14
99562552,11
99562582,3
99562658,1
99562684,2
99562746,2
99562823,1
99562853,1
99562856,31
99562864,2
99562900,1
99562926,1
99562939,1
99563029,24
99563045,29
99563066,1
99563086,1
99563110,11
99563195,1
99563199,13
99563321,1
99563370,39
99563383,7
99563411,1
99563515,2
99563540,1
99563547,12
99563581,1
99563699,3
99563716,1
99563796,7
99563892,1
99564051,1
99564083,3
99564110,1
99564112,3
99564202,11
99564277,1
99564283,69
99564290,1
99564310,5
99564323,3
99564545,12
99564602,1
99564633,1
99564664,1
99564667,1
99564894,1
99565047,1
99565125,118
99565136,14
99565145,1
99565186,1
99565242,1
99565246,69
99565248,1
99565311,1
99565359,2
99565425,2
99565504,1
99565551,1
99565612,30
99565714,1
99565872,1
99565894,1
99565897,1
99565938,1
99565978,1
99565980,2
99566027,7
99566082,2
99566185,1
99566246,2
99566250,2
99566260,16
99566317,1
99566417,3
99566422,1
99566430,6
99566447,2
99566451,2
99566472,52
99566476,2
99566591,9
99566658,1
99566703,4
99566780,1
99566805,2
99566817,1
99566891,1
99566910,1
99566917,4
99566924,1
99567028,1
99567129,12
99567159,1
99567213,5
99567364,1
99567462,2
99567645,78
99567723,1
99567760,1
99567832,1
99567868,2
99567909,5
99567935,2
99567945,1
99567969,1
99567970,13
99567972,3
99568019,7
99568039,1
99568062,2
99568103,1
99568108,1
99568227,1
99568276,1
99568331,14
99568354,16
99568500,1
99568531,14
99568711,1
99568727,1
99568858,273
99568865,8
99568883,1
99568931,1
99568959,1
99569018,19
99569056,2
99569080,2
99569114,3
99569143,53
99569198,3
99569216,1
99569415,1
99569422,4
99569480,1
99569536,3
99569548,12
99569624,1
99569684,3
99569685,2
99569762,1
99569777,7
99569864,2
99569934,7
99569954,1
99570005,1
99570011,4
99570077,2
99570116,1
99570145,14
99570215,2
99570245,1
99570272,1
99570463,2
99570465,1
99570501,1
99570513,3
99570688,1
99570692,1
99570702,1
99570831,1
99570862,1
99570871,1
99570918,5
99570920,1
99570923,4
99570951,2
99570986,1
99571244,1
99571261,6
99571264,1
99571280,3
99571285,3
99571430,2
99571473,1
99571475,7
99571483,4
99571485,4
99571517,3
99571541,1
99571560,1
99571575,1
99571631,16
99571657,2
99571844,2
99571858,2
99571861,15
99571923,8
99571936,3
99572059,1
99572067,273
99572084,1
99572186,1
99572216,3
99572265,79
99572276,5
99572316,2
99572362,5
99572429,2
99572457,2
99572500,1
99572583,5
99572672,2
99572711,10
99572738,19
99572853,1
99572962,2
99572991,1
99572992,1
99573090,1
99573127,4
99573171,1
99573172,2
99573199,3
99573272,1
99573294,1
99573510,2
99573530,1
99573732,1
99573778,1
99573799,11
99573856,3
99573870,1
99573967,6
99574018,1
99574026,1
99574047,1
99574123,1
99574158,2
99574204,10
99574225,55
99574231,1
99574255,69
99574300,1
99574302,1
99574376,53
99574391,1
99574410,9
99574564,3
99574584,2
99574695,1
99574722,4
99574754,1
99574776,2
99574801,2
99574817,1
99574874,16
99574966,3
99575085,25
99575104,1
99575227,2
99575338,3
99575404,5
99575567,1
99575625,1
99575683,1
99575695,1
99575714,4
99575718,2
99575744,1
99575875,1
99575939,2
99575953,3
99576002,7
99576016,1
99576077,1
99576099,4
99576102,2
99576119,1
99576122,3
99576162,2
99576235,4
99576259,1
99576302,3
99576305,8
99576353,2
99576376,25
99576474,5
99576523,5
99576643,2
99576650,1
99576675,1
99576815,11
99576819,2
99576832,1
99576846,16
99576930,2
99576949,2
99576979,13
99577300,1
99577337,1
99577347,1
99577372,2
99577383,86
99577419,1
99577429,2
99577528,3
99577570,2
99577593,4
99577662,1
99577703,2
99577726,2
99577821,3
99577884,12
99577892,11
99578011,1
99578018,1
99578106,3
99578122,2
99578187,1
99578188,1
99578198,2
99578225,6
99578285,200
99578398,2
99578460,1
99578527,1
99578655,1
99578772,26
99578874,273
99578955,1
99578988,2
99579276,2
99579290,1
99579303,16
99579341,1
99579342,2
99579636,1
99579802,4
99579813,1
99579841,3
99579866,1
99579881,1
99579957,5
99580089,55
99580197,2
99580266,1
99580350,1
99580629,4
99580643,1
99580715,1
99580815,20
99580861,1
99580896,1
99580963,6
99581116,6
99581189,3
99581201,5
99581224,1
99581277,1
99581325,1
99581373,1
99581577,3
99581828,1
99581836,1
99581855,1
99581939,1
99582059,5
99582124,1
99582134,3
99582239,200
99582316,1
99582358,2
99582413,3
99582430,1
99582447,1
99582642,1
99582681,1
99582685,2
99582849,3
99582855,1
99582921,7
99582978,20
99582990,1
99583142,5
99583144,2
99583277,41
99583311,7
99583349,1
99583387,1
99583420,2
99583496,24
99583525,1
99583623,2
99583664,1
99583735,28
99583793,1
99583865,2
99583909,1
99583987,1
99584088,2
99584118,8
99584178,2
99584251,1
99584314,1
99584434,1
99584530,3
99584604,1
99584753,2
99584821,1
99584829,26
99584841,1
99584965,4
99585016,1
99585053,7
99585056,6
99585150,1
99585152,9
99585409,1
99585469,8
99585643,3
99585672,16
99585912,1
99585936,12
99586026,2
99586060,1
99586137,1
99586258,1
99586393,4
99586656,2
99586838,1
99586841,4
99586896,14
99586911,1
99586951,1
99586953,2
99587055,1
99587062,1
99587326,1
99587348,1
99587438,15
99587463,2
99587607,1
99587612,1
99587613,1
99587655,4
99587666,2
99587785,1
99588020,3
99588114,1
99588155,9
99588215,1
99588440,4
99588476,44
99588500,15
99588575,1
99588614,2
99588665,1
99588812,15
99588838,7
99588940,1
99588979,7
99589140,2
99589259,15
99589376,3
99589381,1
99589494,273
99589659,2
99589715,4
99589756,1
99589794,1
99589893,273
99590009,1
99590070,200
99590145,1
99590208,11
99590334,4
99590342,1
99590383,1
99590475,41
99590558,2
99590621,1
99590784,3
99590857,3
99591082,3
99591257,1
99591295,2
99591346,3
99591375,4
99591498,1
99591625,1
99591628,1
99591844,1
99591847,191
99591948,1
99592016,1
99592286,1
99592362,4
99592416,7
99592447,5
99592464,1
99592516,1
99592525,2
99592701,10
99592714,2
99592959,2
99593017,1
99593036,9
99593037,2
99593039,3
99593064,1
99593292,1
99593293,1
99593499,9
99593639,3
99593654,1
99593659,1
99593670,1
99593919,1
99593944,5
99594109,1
99594157,1
99594191,55
99594239,1
99594355,2
99594410,1
99594562,1
99594798,14
99594828,1
99594836,2
99595106,4
99595122,2
99595228,1
99595270,2
99595279,1
99595549,3
99595682,4
99595837,4
99595895,1
99595917,2
99595926,1
99596418,18
99596423,1
99596427,69
99596564,3
99596583,1
99596664,1
99596720,1
99596801,3
99596818,2
99596864,2
99596904,1
99597017,1
99597031,1
99597096,1
99597246,4
99597269,8
99597286,5
99597302,1
99597351,1
99597477,3
99597482,4
99597694,4
99597731,2
99597784,9
99597789,1
99597843,1
99597937,1
99598046,3
99598100,2
99598139,1
99598143,2
99598236,1
99598246,1
99598307,1
99598314,1
99598418,1
99598509,3
99598583,2
99598672,1
99598685,1
99598706,6
99598793,1
99598805,1
99598817,18
99598829,2
99598869,1
99598967,6
99598993,1
99599028,1
99599129,6
99599150,1
99599215,1
99599343,1
99599380,1
99599572,273
99599684,2
99599704,1
99599764,4
99599768,5
99599773,1
99599789,3
99599794,1
99599819,1
99599823,1
99599896,1
99599949,28
99599973,1
99599983,1
99600002,16
99600041,7
99600045,2
99600059,2
99600128,69
99600142,1
99600203,1
99600289,19
99600339,1
99600379,2
99600441,1
99600507,5
99600512,1
99600717,1
99600932,2
99601036,1
99601081,2
99601104,8
99601138,8
99601283,16
99601383,14
99601500,1
99601536,3
99601553,1
99601641,2
99601676,2
99601727,1
99601809,1
99601811,2
99601861,2
99601919,1
99601923,4
99601981,1
99602001,1
99602177,2
99602178,3
99602200,16
99602268,12
99602352,2
99602406,1
99602466,5
99602490,2
99602619,1
99602626,3
99602640,9
99602654,2
99602689,1
99602705,2
99602758,1
99602830,1
99602857,1
99602858,1
99602996,1
99603019,1
99603098,2
99603112,1
99603149,4
99603170,2
99603172,1
99603179,1
99603221,1
99603404,1
99603429,1
99603455,1
99603500,1
99603512,5
99603565,2
99603613,3
99603665,1
99603675,2
99603685,1
99603688,1
99603697,2
99603819,2
99603845,3
99603870,1
99603893,41
99604016,1
99604034,2
99604051,1
99604058,7
99604099,1
99604126,1
99604247,2
99604275,5
99604563,7
99604635,1
99604675,1
99604686,1
99604735,47
99604736,1
99604739,2
99604749,1
99604777,12
99604894,1
99605017,1
99605056,2
99605102,2
99605126,1
99605185,69
99605298,2
99605376,1
99605515,35
99605558,1
99605575,1
99605641,1
99605709,5
99605743,1
99605961,1
99606037,1
99606195,3
99606241,5
99606265,1
99606292,6
99606342,1
99606344,51
99606353,1
99606412,1
99606417,7
99606432,1
99606504,1
99606509,17
99606512,1
99606548,1
99606567,51
99606631,3
99606677,1
99606781,16
99606848,1
99606884,1
99606899,1
99607116,1
99607195,1
99607391,1
99607487,1
99607489,1
99607520,1
99607562,1
99607610,1
99607652,1
99607696,4
99607775,1
99607913,1
99607952,1
99608154,2
99608159,1
99608233,11
99608234,1
99608240,13
99608268,1
99608313,7
99608462,1
99608520,1
99608562,1
99608575,1
99608708,2
99608711,1
99608798,1
99608816,5
99608882,1
99608884,1
99608936,2
99608979,7
99609060,1
99609086,1
99609142,1
99609146,3
99609177,1
99609260,1
99609265,2
99609284,1
99609388,44
99609633,2
99609670,1
99609700,1
99609834,2
99609838,6
99609898,2
99610019,3
99610049,2
99610096,2
99610126,4
99610284,1
99610296,1
99610354,8
99610455,1
99610501,1
99610502,1
99610632,1
99610681,2
99610708,1
99610832,1
99610948,3
99610965,1
99611062,1
99611221,4
99611370,1
99611422,4
99611583,1
99611774,7
99611824,1
99611836,13
99611874,1
99611997,1
99612018,1
99612056,4
99612242,2
99612268,1
99612362,3
99612441,1
99612445,4
99612499,1
99612511,2
99612566,2
99612594,4
99612674,1
99612675,1
99612682,4
99612704,1
99612871,1
99612892,1
99612905,1
99612942,1
99613008,54
99613095,1
99613181,1
99613213,1
99613230,1
99613260,3
99613602,2
99613647,6
99613827,2
99613891,1
99614065,1
99614073,2
99614159,1
99614160,1
99614257,1
99614262,1
99614321,1
99614394,5
99614420,1
99614500,11
99614779,1
99614827,1
99614845,1
99614852,4
99614922,1
99615007,8
99615130,1
99615259,4
99615314,4
99615322,3
99615348,16
99615419,2
99615480,3
99615497,5
99615522,1
99615542,1
99615543,4
99615548,2
99615778,1
99615896,4
99616003,1
99616047,1
99616097,1
99616303,1
99616307,1
99616507,1
99616561,1
99616577,1
99616662,2
99616744,1
99616839,2
99616850,51
99616929,2
99616944,3
99617007,14
99617035,1
99617075,42
99617079,3
99617237,1
99617269,1
99617349,1
99617391,1
99617399,18
99617505,1
99617509,2
99617588,2
99617769,1
99617773,3
99617810,1
99617891,2
99617894,1
99617924,47
99617991,1
99618000,3
99618051,3
99618073,2
99618171,2
99618184,4
99618192,4
99618244,2
99618348,1
99618408,6
99618513,2
99618520,1
99618577,4
99618585,2
99618668,1
99618681,1
99618699,273
99618832,1
99618914,6
99618937,1
99618955,7
99619094,44
99619133,2
99619185,29
99619243,94
99619335,1
99619344,3
99619356,1
99619384,2
99619422,16
99619467,2
99619472,7
99619505,2
99619570,1
99619692,3
99619769,2
99619862,1
99620036,2
99620102,1
99620150,1
99620154,1
99620235,3
99620241,16
99620407,1
99620479,16
99620591,1
99620643,2
99620678,1
99620707,1
99620712,4
99620742,4
99620794,3
99620800,13
99620850,4
99620879,1
99621064,1
99621101,13
99621125,1
99621205,13
99621224,53
99621276,2
99621329,1
99621340,1
99621424,2
99621425,1
99621461,1
99621520,4
99621549,1
99621561,6
99621715,1
99621781,16
99621838,1
99621892,1
99621896,1
99621946,2
99621972,1
99622211,1
99622264,271
99622297,2
99622403,5
99622616,1
99622648,1
99622697,42
99622816,1
99622817,86
99622876,1
99622914,9
99622948,1
99623000,1
99623039,1
99623313,6
99623323,6
99623427,1
99623473,2
99623486,6
99623504,4
99623523,1
99623571,1
99623655,79
99623788,5
99623793,3
99623802,44
99623810,2
99623893,1
99623977,1
99623984,2
99624007,1
99624030,54
99624139,1
99624145,1
99624215,1
99624266,1
99624314,1
99624327,10
99624378,69
99624387,5
99624539,1
99624591,1
99624608,1
99624703,1
99624796,2
99624880,9
99624927,4
99625038,4
99625042,7
99625044,4
99625071,2
99625110,1
99625217,1
99625323,1
99625391,11
99625527,4
99625535,1
99625536,1
99625556,2
99625591,4
99625632,16
99625660,2
99625673,2
99625790,5
99625820,1
99626185,1
99626231,3
99626239,2
99626316,2
99626356,8
99626470,16
99626484,1
99626578,8
99626601,2
99626610,1
99626663,3
99626811,4
99626902,8
99627003,1
99627004,2
99627028,1
99627083,1
99627193,1
99627394,8
99627524,1
99627671,1
99627732,41
99627740,2
99627771,1
99627845,2
99627853,1
99627874,2
99627890,1
99627971,1
99628119,26
99628130,2
99628251,1
99628448,12
99628578,3
99628745,2
99628808,1
99628905,1
99628955,3
99628997,3
99629222,1
99629227,2
99629260,2
99629564,1
99629585,4
99629602,2
99629627,1
99629651,6
99629664,6
99629666,1
99629719,2
99629723,1
99629755,2
99629955,2
99630077,1
99630395,4
99630449,4
99630536,2
99630542,2
99630564,3
99630575,1
99630605,9
99630611,13
99630621,4
99630655,4
99630675,1
99630700,78
99630732,2
99630782,1
99631005,1
99631110,1
99631158,4
99631208,2
99631225,2
99631263,78
99631393,3
99631507,1
99631593,1
99631597,3
99631717,1
99631750,2
99631759,1
99631782,4
99631811,1
99631968,3
99632223,1
99632247,9
99632346,2
99632366,7
99632449,1
99632453,1
99632566,41
99632637,6
99632750,1
99632808,5
99632832,79
99632857,3
99632902,1
99632942,7
99633020,2
99633069,10
99633087,12
99633217,1
99633528,5
99633559,15
99633786,1
99633865,10
99633901,2
99633923,4
99633968,1
99633971,1
99633986,1
99634028,1
99634088,7
99634144,2
99634216,1
99634265,1
99634308,53
99634400,3
99634611,2
99634703,15
99634705,1
99634795,1
99634880,2
99634909,1
99634965,4
99634968,5
99635047,2
99635081,1
99635123,3
99635168,1
99635258,1
99635320,3
99635500,1
99635527,2
99635609,2
99635707,1
99635712,2
99635750,1
99635853,27
99635947,2
99636000,1
99636168,3
99636467,1
99636486,2
99636525,1
99636560,2
99636624,4
99636810,1
99636920,2
99636921,2
99636977,4
99637066,2
99637181,1
99637335,1
99637387,1
99637405,1
99637450,10
99637462,3
99637575,1
99637723,1
99637760,1
99637901,2
99638157,1
99638228,1
99638254,3
99638256,1
99638372,1
99638450,1
99638528,15
99638716,6
99638781,3
99638790,1
99638795,12
99638811,12
99638821,2
99638894,7
99638952,7
99638969,4
99639030,8
99639088,2
99639136,1
99639229,1
99639287,1
99639289,1
99639376,1
99639464,1
99639581,53
99639607,1
99639704,2
99639799,4
99639834,1
99639858,1
99639986,12
99640022,1
99640064,6
99640142,7
99640171,44
99640402,1
99640408,1
99640438,4
99640727,12
99640733,1
99640742,4
99640745,3
99640750,1
99640779,2
99640849,3
99640864,273
99640866,2
99640917,1
99640918,2
99641049,2
99641183,1
99641206,20
99641236,2
99641284,3
99641333,1
99641402,16
99641520,3
99641575,1
99641779,1
99641799,1
99641850,3
99641893,2
99641952,4
99641977,1
99642031,1
99642042,10
99642046,1
99642152,3
99642196,1
99642270,2
99642351,6
99642509,1
99642669,1
99643045,1
99643251,2
99643329,1
99643358,1
99643478,1
99643558,2
99643737,5
99643800,3
99643803,2
99643949,2
99644147,8
99644162,2
99644402,1
99644420,1
99644508,2
99644622,9
99644718,1
99644723,1
99644727,45
99644791,1
99644798,1
99644834,1
99644858,273
99644950,1
99644981,4
99645011,2
99645153,6
99645161,1
99645211,3
99645537,2
99645844,8
99645918,273
99646210,2
99646217,16
99646320,11
99646330,1
99646334,3
99646384,5
99646470,4
99646479,1
99646588,2
99646679,2
99646716,19
99647036,8
99647116,1
99647128,1
99647392,2
99648144,1
99648289,1
99648324,1
99648421,3
99648476,34
99648588,2
99648766,6
99648886,1
99648993,1
99649261,1
99649305,5
99649458,14
99649484,3
99649542,4
99650130,1
99650344,52
99650374,1
99650923,25
99650943,1
99651078,3
99651317,1
99651743,20
99652109,5
99652112,1
99652220,16
99652343,8
99652654,1
99652862,1
99652927,1
99653081,15
99653091,1
99653311,1
99653314,1
99653348,1
99653405,1
99653783,3
99653841,2
99653862,1
99653996,79
99654332,2
99654350,1
99654388,4
99654545,1
99654559,2
99654788,1
99654965,7
99655068,1
99655081,2
99655373,1
99655515,2
99655790,1
99655836,1
99655845,1
99656070,270
99656258,2
99656500,3
99656528,4
99656772,2
99656818,48
99657320,5
99657692,1
99657907,1
99658153,1
99658170,1
99658590,1
99659008,7
99659683,3
99660067,4
99661549,1
99662158,1
99662226,16
99662253,2
99662420,44
99662739,5
99662766,5
99662883,5
99662887,5
99662899,5
99663012,5
99663211,5
99663239,5
99663397,2
99663455,86
99663482,2
99663585,2
99664064,1
99664430,1
99664778,2
99665332,1
99665516,1
99665519,1
99665941,9
99665970,2
99666010,1
99666050,2
99666258,1
99666262,1
99666377,1
99666391,2
99666895,2
99666931,2
99667150,1
99667167,1
99667434,20
99667470,1
99667572,1
99667644,1
99667788,69
99668008,1
99668032,1
99668205,1
99668313,1
99668326,1
99668711,2
99668970,1
99669079,8
99669140,1
99669210,15
99669501,1
99669507,1
99669553,1
99669775,2
99669804,1
99669805,5
99669823,2
99669868,1
99669882,1
99670008,1
99670195,8
99670382,1
99670456,1
99670657,2
99670824,1
99670995,1
99671017,1
99671390,3
99671478,1
99672269,1
99672631,100
99672872,2
99672939,20
99673048,1
99673356,1
99673700,1
99673908,2
99674076,1
99674231,3
99674332,8
99674547,1
99674920,1
99675068,1
99675182,69
99675402,41
99675924,17
99675987,3
99676015,2
99676069,4
99676351,2
99676371,5
99676506,20
99676664,1
99676690,44
99676786,4
99676860,3
99676900,17
99677119,1
99677377,3
99677404,5
99677850,1
99677911,1
99678665,1
99678710,21
99678806,2
99679026,9
99679071,15
99679134,1
99679170,1
99679255,1
99679370,1
99679494,1
99679510,3
99679569,2
99679680,1
99679699,6
99679777,1
99679947,1
99680485,2
99680911,1
99680985,9
99681179,4
99681320,69
99681438,7
99681471,53
99681551,3
99681627,1
99681753,2
99682071,4
99682080,20
99682215,2
99682484,47
99682524,1
99682653,8
99682691,1
99682694,1
99682889,1
99683073,2
99683078,6
99683279,94
99683294,3
99683873,1
99683933,1
99684339,5
99684697,1
99684923,2
99685091,10
99685869,25
99685909,1
99685923,1
99685996,6
99686215,1
99686266,1
99686454,2
99686588,16
99686906,1
99686925,1
99687238,2
99687822,1
99687923,1
99687955,1
99688085,1
99688108,1
99688149,1
99688167,1
99688191,5
99688248,8
99688267,1
99688382,3
99688410,1
99688532,1
99688786,1
99688823,2
99688850,1
99689203,1
99689241,27
99689283,1
99689430,1
99689683,1
99689704,1
99690541,4
99690557,69
99690869,11
99691111,6
99691274,1
99691358,1
99691528,25
99691574,26
99691576,1
99691607,1
99692143,1
99692705,273
99692720,2
99693516,20
99693739,1
99693776,18
99693793,1
99694386,1
99694599,1
99694795,2
99694896,8
99694970,1
99695006,6
99695063,4
99695145,1
99695324,1
99695629,2
99695661,1
99695672,2
99695686,1
99695693,18
99695904,1
99696137,26
99696138,1
99696487,2
99696500,1
99696510,1
99696699,1
99696756,1
99696814,1
99696860,2
99696897,1
99696971,1
99697004,1
99697127,1
99697166,2
99697207,1
99697212,1
99697238,1
99697373,1
99697385,2
99697399,1
99697447,1
99697477,1
99697484,1
99697635,1
99697695,1
99697718,1
99697788,1
99697789,1
99697802,1
99697823,1
99697941,2
99697953,1
99697979,1
99698054,1
99698132,1
99698133,1
99698149,1
99698237,3
99698444,1
99698500,1
99698542,1
99698689,1
99698770,1
99698903,8
99699017,1
99699123,2
99699149,1
99699152,1
99699306,1
99699389,1
99699401,1
99699407,1
99699459,1
99699476,1
99699526,1
99699538,1
99699555,44
99699571,1
99699587,1
99699595,1
99699746,1
99699767,1
99699793,1
99699858,6
99699892,1
99699922,106
99699965,4
99699970,2
99700173,1
99700283,1
99700725,1
99700764,3
99701147,38
99701156,1
99701387,20
99701390,1
99701779,2
99701835,2
99701881,2
99702307,2
99702437,2
99702858,1
99702994,19
99703642,3
99703959,3
99704049,3
99704241,5
99704257,273
99704362,1
99704586,1
99704602,148
99704603,1
99704717,1
99704729,1
99704895,1
99705438,3
